Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::2157
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::5264
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::2158
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::3309
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::28912
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::811
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::2159
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::821
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::5627
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::5624
Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::2147
Gene::5141	bioarx::HumGenHumGen:Gene:Gene	Gene::5141
Gene::5141	bioarx::HumGenHumGen:Gene:Gene	Gene::4067
Gene::5141	bioarx::HumGenHumGen:Gene:Gene	Gene::7316
Gene::5141	bioarx::HumGenHumGen:Gene:Gene	Gene::5207
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::5045
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::368
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::4323
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::2316
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::23621
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::51172
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::3359
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::7316
Gene::5045	bioarx::HumGenHumGen:Gene:Gene	Gene::5104
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5566
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7412
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3845
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3008
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7083
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6134
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1445
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6195
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6124
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::2103
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7534
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3383
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7157
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::51121
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1938
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6194
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::2335
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1499
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6143
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6135
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7283
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1915
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::4809
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6222
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5562
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7919
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6147
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7381
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::9349
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3728
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::292
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1017
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::10399
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::23411
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6138
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1026
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::9045
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6202
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::4914
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6234
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7316
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::156
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::50
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::23521
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1025
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6132
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6207
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::2932
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5728
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::4724
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6218
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::10196
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6203
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::7284
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5501
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::708
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3725
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5567
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::302
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3921
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::5538
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1459
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::1454
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::506
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::2246
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::3326
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6122
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::10856
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6193
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::140801
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::11224
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6141
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::291
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::2099
Gene::6187	bioarx::HumGenHumGen:Gene:Gene	Gene::6223
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::4881
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::7295
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::4323
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::3061
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::7316
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::4879
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::7322
Gene::4881	bioarx::HumGenHumGen:Gene:Gene	Gene::4087
Gene::6850	bioarx::HumGenHumGen:Gene:Gene	Gene::6850
Gene::6850	bioarx::HumGenHumGen:Gene:Gene	Gene::2911
Gene::6850	bioarx::HumGenHumGen:Gene:Gene	Gene::8841
Gene::6850	bioarx::HumGenHumGen:Gene:Gene	Gene::2885
Gene::6850	bioarx::HumGenHumGen:Gene:Gene	Gene::7412
